title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Borderlands: Claptrap's New Robot Revolution,PlayStation 3,['2K Games'],Gearbox Software,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,28-Sep-10,"['PC', 'Xbox 360']",,"Claptrap's New Robot Revolution invites recruits to attempt to beat down the deadly Claptrap revolution either as a lone gunman or in co-op teams of four treasure hunters using many of the more than 17 million unique weapons available in the game. Brave volunteers will find themselves caught in the lethal cross hairs between the Hyperion Corporation's fortified armadas and the ever-growing army of homicidal Claptraps and ""Claptrap-ified"" enemies led by one of the most eagerly awaited characters in the franchiseâ€™s history - the cunning Ninja Assassin Claptrap.",74,Mixed or average reviews,3,4,0,6.1,Mixed or average reviews,8,9,5
Borderlands: Game of the Year Edition,PlayStation 3,['Take-Two Interactive'],Take-Two Interactive,"['Action', 'Miscellaneous', 'Compilation', 'Shooter', 'Compilation', 'First-Person', 'Arcade']",M,12-Oct-10,"['PC', 'PlayStation 4', 'Switch', 'Xbox 360', 'Xbox One']",Up to 4,"I got this game today and am loving it. For just $40 you get the core game and 4 dlc which each cost $10 separately. It's a huge amount content and if you haven't picked it up yet, you should. The rpg elements and the shooting elements merge together so well. You get that, and put it into a sandbox game. It's a great, customizable game with amazing weapons, shields and mods. Great graphics too. The rpg isn't overwhelming either. Honestly, my favorite FPS so far. What a great experience.",0,No score yet,0,0,0,7.7,Generally favorable reviews,21,5,4
Borderlands: Mad Moxxi's Underdome Riot,PlayStation 3,['2K Games'],Gearbox Software,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,7-Jan-10,"['PC', 'Xbox 360']",,"[Playstation Network]  Mad Moxxi's Underdome Riot is an add-on pack for Borderlands that includes a new cooperative arena game mode and a stash to store your gear. Are you god's gift to gun fights? Think you're the best? Wanna prove it? Then help us celebrate the grand opening of Marcus Bank (a subsidiary of Marcus Corp) by killing hundreds and hundreds of people in Mad Moxxi's Underdome Riot, the only competitive arena around where your next of kin can be assured that you're coming back famous . . . or not at all. [Microsoft]",56,Mixed or average reviews,0,5,2,5.1,Mixed or average reviews,10,9,16
Borderlands: The Pre-Sequel,PlayStation 3,['2K Games'],2K Australia,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",M,14-Oct-14,"['PC', 'Xbox 360']",Up to 4,"Learn the story behind Borderlands 2’s villain, Handsome Jack, and his ascendance to power in this new game in the Borderlands series. Taking place between the original Borderlands and Borderlands 2, the Pre-Sequel gives you a bunch of new gameplay featuring the genre fusion of shooter and RPG gameplay.",77,Generally favorable reviews,15,9,0,6.9,Mixed or average reviews,107,49,39
Borderlands: The Pre-Sequel - Claptastic Voyage and Ultimate Vault Hunter Upgrade Pack 2,PlayStation 3,['2K Games'],2K Australia,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,24-Mar-15,"['PC', 'Xbox 360']",,"Within this campaign add-on, Jack digitizes the vault hunters and launches them inside Claptrap’s mind to find an enigmatic code and get out of Claptrap’s consciousness without going crazy. Our anti-heroes must deal with Claptrap’s malware and digital representations of his crushing loneliness. This pack also features a bonus 10 level cap increase.",0,No score yet,0,0,0,4.8,Generally unfavorable reviews,6,2,8
Borderlands: The Pre-Sequel - Handsome Jack Doppelganger Pack,PlayStation 3,['2K Games'],2K Australia,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,11-Nov-14,"['PC', 'Xbox 360']",,"Play as everyones favorite maniacal tyrant-in-trainingor at least his body double. With the Handsome Jack Doppelganger Pack, use the power of your good looks and charm to distract your enemies into submission. Or, just cut them down to size with your witty banter. Or just shoot them. That works too. Play as the hero(?) that Pandora and Elpis deserve.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Borderlands: The Pre-Sequel - Lady Hammerlock the Baroness Pack,PlayStation 3,['2K Games'],"Gearbox Software, 2K Australia","['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",M,27-Jan-15,"['PC', 'Xbox 360']",,"Introducing Sir Hammerlocks sister, Lady Aurelia the Baroness! Nobodys as cold as she is, literally, as her Cold-As-Ice action skill inflicts tons of cryo damage on the baddies of Elpis. She can also turn any co-op partner into a servant using her Contractual Aristocracy skill tree. Nothing stands a chance against this frozen-hearted aristocrat!",0,No score yet,0,0,0,tbd,No user score yet,2,0,0
Borderlands: The Pre-Sequel - Shock Drop Slaughter Pit,PlayStation 3,['2K Games'],2K Australia,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,16-Dec-14,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Borderlands: The Pre-Sequel - Ultimate Edition,PlayStation 3,['2K Games'],2K Australia,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,12-Jan-16,,,"A Gazillion Hours of Mayhem! Get the definitive anti-gravity experience with Borderlands: The Pre-Sequel Ultimate Edition. Discover the story behind Borderlands 2s villain, Handsome Jack, and his rise to power. Grab your friends and blast off to the moon to fight lunar baddies and loot new ice and laser weapons. Includes: Borderlands: The Pre-Sequel! The Handsome Jack Doppelganger Pack! The Holodome Onslaught & Ultimate Vault Hunter Upgrade Pack! The Lady Hammerlock Baroness Pack! The Claptastic Voyage & Ultimate Vault Hunter Upgrade 2 Pack! The Shock Drop Slaughter Pit!",0,No score yet,0,0,0,tbd,No user score yet,2,1,0
Borderlands: The Pre-Sequel - Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught,PlayStation 3,['2K Games'],2K Australia,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,16-Dec-14,"['PC', 'Xbox 360']",,"With all new narrative content, this add-on begins as Vault Hunters Axton and Gaige catch up on the story thus far via The Holodome Onslaught, a new challenge arena that lets players fight through wave after wave of exciting enemies and bosses. While the veteran Vault Hunters join the rest of the crew at Crimson Raiders HQ and learn of recent events, players will face off against some of the games most memorable badasses to earn awesome, new weapons and gear along with radical new heads and skins! As bonus content, this download also includes the Ultimate Vault Hunter Upgrade Pack, which raises the level cap and gives your characters 10 new levels plus 10 new skill points to earn!",0,No score yet,0,0,0,tbd,No user score yet,0,1,0
Borderlands: The Secret Armory of General Knoxx,PlayStation 3,['2K Games'],Gearbox Software,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,25-Feb-10,"['PC', 'Xbox 360']",,"(Downloadable Content)  Borderlands goes to ELEVEN! You may have seen some games raise their level cap by 5, or maybe even 10, but with The Crimson Lance Assassination Squads wreaking havoc and Crawmerax the Invincible being all invulnerable and stuff we knew you'd need more than just 10. And that's why Borderlands goes to ELEVEN! The Secret Armory of General Knoxx is an add-on pack for Borderlands that adds new guns, new Class Mods, new vehicles, new missions, new enemy types, and increases the level cap to 61. [Xbox.com]",85,Generally favorable reviews,11,2,0,7.2,Mixed or average reviews,22,8,5
Borderlands: The Zombie Island of Dr. Ned,PlayStation 3,['2K Games'],Gearbox Software,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,24-Nov-09,"['PC', 'Xbox 360']",4  Online,"(Downloadable Content)  The Zombie Island of Dr. Ned is an add-on pack for Borderlands with new enemy types, new missions, and new ... surprises. The Jakobs Corporation would like to invite you to experience the splendor of a corporate owned small town known as Jakobs Cove.  Any rumors you may have heard about the ""undead"" walking our streets are completely preposterous and we officially deny them all.  If those rumors turn out to be true simply purchase a firearm from the conveniently located Jakobs Brand Vending Machines and aim for the head.  Also, would you mind saving our employees?  (Non-union only please).",82,Generally favorable reviews,12,0,0,7.4,Mixed or average reviews,29,9,8
Bound by Flame,PlayStation 3,['Focus Home Interactive'],Spiders,"['Action RPG', 'Role-Playing', 'Action RPG']",M,6-May-14,"['PC', 'PlayStation 4', 'Xbox 360']",No Online Multiplayer,"You are a mercenary possessed by a flame demon in a desperate world ravaged by seven Ice Lords and their Dead-Army. In this RPG where all your choices lead to consequences, you will have to choose between unleashing the powers of the beast within and rejecting the demonic influence that wants to claim your humanity.",0,No score yet,0,0,0,5.8,Mixed or average reviews,21,9,15
Braid,PlayStation 3,['Number None Inc.'],"Hothead Games, Number None Inc.","['Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,12-Nov-09,"['PC', 'Xbox 360']",1 Player,"[Playstation Network]  Explore the human condition and manipulate time as our hero Tim leaps onto the PlayStation Network in the lush, painterly world of Braid, a puzzle-platformer that takes you from a house in the city on a journey through a series of worlds to solve puzzles and rescue the princess. In each world, you have a different power to affect the way time behaves, including the ability to rewind, create parallel realities and utilize time dilation to overcome the many obstacles in your path. There is no filler in this game; every puzzle shows you something new and interesting about the game world. [Hothead Games]",93,Universal acclaim,20,0,0,7.8,Generally favorable reviews,170,40,30
Brain Challenge,PlayStation 3,['Gameloft'],Gameloft,"['Miscellaneous', 'Edutainment']",,25-Nov-08,"['iPhone/iPad', 'Xbox 360']",Up to 4,"Get your brain in shape with fun daily exercises-these challenging and entertaining puzzles act like a vitamin boost for your brain. Twenty different games in five categories (Memory, Visual, Logic, Math, and Focus) will train all areas of your brain. Brain Challenge is more than just a game, it's your personal coach for mental fitness!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Brain Challenge Deluxe,PlayStation 3,['Ubisoft'],Gameloft,"['Miscellaneous', 'Edutainment', 'Edutainment']",E,3-Mar-09,,,"Get your brain in shape with these fun daily exercises! No pain, stress, or boredom; just challenging and entertaining puzzles that act like a vitamin boost for your brain. Twenty different games in five categories (Memory, Visual, Logic, Math, and Focus) will train all areas of your brain. Evaluate your mental capacity under regular or stressful conditions with the Daily Test & the Stress Management Test, and work with your favorite personal coach among two to improve. Keep track of your progress every day, and easily evaluate your level of brain activity.",0,No score yet,0,0,0,tbd,No user score yet,0,1,1
Brink,PlayStation 3,['Bethesda Softworks'],Splash Damage,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",T,10-May-11,"['PC', 'Xbox 360']",Up to 16,"Brink is an immersive shooter that blends single-player, co-op, and multiplayer gameplay into one seamless experience, allowing you to develop your character across all modes of play. You decide the role you want to assume in the world of Brink as you fight to save yourself and mankind’s last refuge for humanity. Brink offers a compelling mix of dynamic battlefields, extensive customization options, and an innovative control system that will keep you coming back for more. A man-made floating city called the Ark, made up of hundreds of separate floating islands, is on the brink of all-out civil war. Originally built as an experimental self-sufficient and 100% ""green"" habitat, the reported rapid rise of the Earth's oceans has forced the Ark to become a refuge for humanity.  Crammed with the original Ark founders, their descendants, as well as tens of thousands of refugees, the Ark exists in total isolation from the rest of the world. With 25 years of social unrest, the inhabitants of the Ark have reached their breaking point. It's up to you to decide the future of the Ark and the human race. Blurring the Lines Between Offline and Online - Advance your character’s development across every gameplay mode: single player, co-op, and multiplayer. Gain experience points that you can spend on customizing and upgrading your skills and abilities, designing an entirely unique look and feel for your character. Brink uses the familiar shooter controls that you're used to, without frustrating, artificial constraints and takes advantage of a new feature: the SMART button.  When you press the SMART button, the game dynamically evaluates where you’re trying to get to, and makes it happen. No need to perfectly time a jump or vault, the game knows what you want to do. Objectives, communications, mission generation, and inventory selection are all dynamically generated based on your role, your status, your location, your squad-mates, and the status of the battle in all gameplay modes.  You'll always know exactly where to go, what to do when you get there, and what your reward will be for success. Brink’s proprietary technology, Virtual Texturing, breaks new ground on current-gen consoles and PCs with an even greater focus on highly detailed characters, realistic environments, lighting, effects, and atmospherics. This competitive lead on the squad-combat genre helps thrust players into the gritty reality of the Ark's epic secluded arcology. [Bethesda Softworks]",72,Mixed or average reviews,18,20,1,5.8,Mixed or average reviews,67,50,58
Brink: Agents of Change,PlayStation 3,['Bethesda Softworks'],Splash Damage,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",T,1-Aug-11,"['PC', 'Xbox 360']",,"Secrets, lies, and double agents. No one and nothing is at it seems as the arrival of a mysterious ship from the outside world shatters the tentative peace reached between the Resistance and Security factions. The revived battle spreads to two all-new districts of the Ark – the futuristic, underwater Labs facility and Founders’ Tower, the iconic spire housing the island’s wealthy elite. Unleash fury on your enemies with new lethal abilities as your work your way towards the newly raised level cap of 24 and customize your character with brand-new outfits and additional weapon attachments.",0,No score yet,1,1,0,tbd,No user score yet,0,0,0
Brothers in Arms: Hell's Highway,PlayStation 3,['Ubisoft'],Gearbox Software,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Historic', 'Historic', 'Arcade']",M,23-Sep-08,"['PC', 'Xbox 360']",Up to 20,"Brothers In Arms: Hell's Highway brings the critically acclaimed squad-based WWII shooter into the next generation of gaming with amazing graphics and sound, new cutting-edge gameplay features and a completely redesigned online component. Delivering on the franchise's compelling story, unrivaled authenticity and intense squad-based action, Brothers In Arms Hell's Highway drops you into Operation Market-Garden, the largest airborne operation of World War II. Lead Matt Baker, Joe Hartsock and the rest of the 101st Airborne Division as they fight to open ""Hell's Highway"" in a daring bid for a quick end to the war. [Ubisoft]",76,Generally favorable reviews,32,16,0,8.1,Generally favorable reviews,60,9,8
Brothers: A Tale of Two Sons,PlayStation 3,['505 Games'],Starbreeze,"['Action Adventure', 'Fantasy', 'Fantasy', 'Linear']",T,3-Sep-13,"['iPhone/iPad', 'PC', 'PlayStation 4', 'Switch', 'Xbox 360', 'Xbox One']",,"This game or should I say ""interactive experience"" is absolutely outstanding. This is exactly what the game industry needs, a breath of fresh air and creativeness. The art design, sound and music, and character development is beyond expectation. A lunch price of $14.99 is an absolute steal for a gem like this. I can see myself playing this game multiple times as the tale is that gripping. The team at Starbreeze has done an excellent job and I support their efforts and hope to see more gems from them in the future... Enclave II please",85,Generally favorable reviews,13,2,0,8.6,Generally favorable reviews,267,29,19
Brunswick Pro Bowling,PlayStation 3,['Crave'],Farsight Studios,"['Sports', 'Alternative', 'Individual', 'Bowling', 'Bowling']",E,22-Sep-10,"['3DS', 'Xbox 360']",Up to 4,"Time to introduce an entirely new way to bowl with PlayStation Move motion controller! Brunswick Pro Bowling is the only game to feature a realistic and authentic bowling experience while showcasing jaw-dropping ball and pin physics. Strap on the wrist guard and roll on accurate oil patterns, earn tons of trophies, and unlock hidden items on your way to winning the world championship. Customize your bowler with genuine Brunswick equipment from bowling balls, shoes, and clothing. Whether you’re a casual player or a bowling fanatic, Brunswick Pro Bowling is fun for all ages and provides hours of entertainment for the whole family!",47,Generally unfavorable reviews,0,4,2,tbd,No user score yet,0,0,1
Brutal Legend,PlayStation 3,['EA Games'],Double Fine Productions,"['Action', 'Action Adventure', 'General', 'Fantasy', 'General', 'Fantasy', 'Open-World']",M,13-Oct-09,"['PC', 'Xbox 360']",Up to 8,"Brütal Legend is an epic action game from visionary developer Tim Schafer.  Jack Black stars as Eddie Riggs, a legendary roadie summoned to a world of Heavy Metal where mountains are made of amplifiers, killer spiders spin guitar strings and Rock Legends roam the landscape.  As Eddie, crush skulls with a battle axe, ravage the road in a super-charged Hot Rod and unleash the power of Rock to reign down fire from the sky - all to save humanity and become a Brütal Legend. [Electronic Arts]",83,Generally favorable reviews,51,10,0,7.7,Generally favorable reviews,122,53,20
Bulletstorm,PlayStation 3,['Electronic Arts'],"Epic Games, People Can Fly","['General', 'Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,22-Feb-11,"['PC', 'Xbox 360']",No Online Multiplayer,"Bulletstorm's array of distinct skillshots produces unprecedented levels of frantic gameplay. The skillshot system rewards players for laying waste to enemies in the most imaginative way possible. The more insane the skillshot, the more points players collect to upgrade and unlock weapons, which in turn allows them to execute even more inventive moves and exaggerated skillshots.",83,Generally favorable reviews,52,5,0,7.7,Generally favorable reviews,206,83,25
Bulletstorm: Blood Symphony Pack,PlayStation 3,['Electronic Arts'],"Epic Games, People Can Fly","['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,19-Jul-11,"['PC', 'Xbox 360']",,"The Blood Symphony Pack introduces an all new Ultimate Echoes mode; a unique skill based challenge that builds upon the game’s original Echo Mode and requires players to complete specific goals in order to rack up even higher bonus points for more insanity. In addition, players will kill with skill on three new maps for the game’s Anarchy multiplayer mode, including the confines of the Mini City, the wrecked remains of the Ulysses, and the Rock Quarry, as well as two new Echo Mode maps featuring the Monorail Factory and Mean Street. As if that wasn't enough, gamers can use the all new Flamingo and Pulp leash variants to ensure they’re looking good while racking up the skillshots!",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Bulletstorm: Gun Sonata Pack,PlayStation 3,['Electronic Arts'],People Can Fly,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,12-Apr-11,"['PC', 'Xbox 360']",,"The Bulletstorm Gun Sonata DLC pack includes 2 new Echoes maps - Guns of Stygia and Crash Site within which to creatively dispose of your enemies and climb those leaderboards. You'll also be able to jump online with your friends in 3 brand new Anarchy maps: Hotel Elysium, Villa and Sewers, all of which provide unique and brutal opportunities for you to work together and kill with some skill.",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
BurgerTime World Tour,PlayStation 3,['MonkeyPaw Games'],MonkeyPaw Games,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E,15-Nov-11,['Xbox 360'],,,50,Mixed or average reviews,0,3,1,tbd,No user score yet,1,0,0
Burn Zombie Burn,PlayStation 3,['Pinnacle'],Doublesix,"['Action', 'Shooter', 'Shooter', 'Third-Person', ""Shoot-'Em-Up"", 'Fantasy', 'Fantasy', 'Arcade', 'Top-Down']",M,26-Mar-09,"['iPhone/iPad', 'PC']",No Online Multiplayer,"Oddly addictive, but then again maybe it just does a great job of bringing back classic shooter action without becoming overwhelmingly difficult or complicated, and not reverting to brainless blasting. I'm still trying to figure out how to further maximize scoring capability, as my scores and medals would suggest there's still much room for improvement. The points and earnings will keep you playing for more. It's a particular blast in two player mode, only because it's fun to share the action - the game itself doesn't get a major gameplay shift from multiplayer mode. It's a blast and a welcome bargain. Bang-per-buck alone was worth an extra point.",76,Generally favorable reviews,25,11,0,7.7,Generally favorable reviews,15,5,3
Burnout Crash!,PlayStation 3,['Electronic Arts'],Criterion Games,"['Action', 'Driving', 'Car Combat', 'Arcade', 'Car Combat']",E10+,20-Sep-11,"['iPhone/iPad', 'Xbox 360']",,"This is an action game in which players earn points for creating traffic pileups. From a top-down perspective, players initiate crashes by driving 'cartoony' vehicles (e.g., cars, trucks, vans, buses) into busy intersections; multiple crashes trigger score multipliers and rack up large 'bills' of property damage. Each level is accompanied by crashing sounds, small explosions, and vocal encouragement (e.g., 'Cool,' 'Maximum Carnage!'). In some levels, players are instructed to crash into police cars (e.g., 'Crash them before they bust you!'); in other sequences, oversized airplanes, tornados, lobster monsters, and UFOs slide across the screen, destroying any vehicles in their path.",69,Mixed or average reviews,12,19,0,5.1,Mixed or average reviews,7,4,8
Burnout Paradise,PlayStation 3,['Electronic Arts'],Criterion Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,22-Jan-08,"['PC', 'Xbox 360']",Up to 8,"Burnout Paradise proves that crashing is awesome! Next generation technology has enabled an unprecedented level of crash deformation allowing you to experience the most explosive pile-ups in the series’ history. Now the development team can realize their original vision for the Burnout franchise: an open world environment where you can do anything, anywhere, anytime. Feel the adrenaline course through your veins as you take to the road for the first time in Paradise City, where the action is all around you. Explore the city, discover events, and look for the best opportunities to crash, jump and pull signature takedowns. In Burnout Paradise you're given the keys to the city, but it's up to you to earn the keys to the meanest and most dangerous cars on the street, and earn your Burnout license. [Electronic Arts]",87,Generally favorable reviews,53,2,0,7.7,Generally favorable reviews,344,125,56
Burnout Paradise: Big Surf Island,PlayStation 3,['Electronic Arts'],Criterion Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,11-Jun-09,['Xbox 360'],,"I spent a few fun hours exploring the Island to find and smash through all 45 billboards for the trophy. Lots of jumps and hidden paths, and a different design from the game's standard areas. Online activity wasn't hard to find on the Island, which surprised me six years after release.",0,No score yet,0,0,0,7.1,Mixed or average reviews,5,1,1
Burnout Paradise: Boost Specials Collection,PlayStation 3,['Electronic Arts'],Criterion Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,12-Mar-09,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
Burnout Paradise: Cops and Robbers,PlayStation 3,['Electronic Arts'],Criterion Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,30-Apr-09,['Xbox 360'],,"Once a few people have joined your online lobby, it's super easy to initiate the game mode. No matter what car they're in or what they're doing, all it takes is for you to start the game mode. You get a few options for number of rounds, but apart from that, your main options lie in the choice between a dozen cars that handle very differently. The other players get the same car, and then you go for a 'capture the flag'-like race for the gold.",0,No score yet,0,0,0,7.3,Mixed or average reviews,1,3,0
Burnout Paradise: Legendary Cars Collection,PlayStation 3,['Electronic Arts'],Criterion Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,19-Feb-09,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
Burnout Paradise: Party,PlayStation 3,['Electronic Arts'],Criterion Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,5-Feb-09,"['PC', 'Xbox 360']",,The Party DLC for Burnout Paradise isn't much of an add. You get some jumps to try in hotseat with one at a time. If you get it free (Ultimate Box version) it's nice but not worth the price.,0,No score yet,0,0,0,7.2,Mixed or average reviews,3,1,1
Burnout Paradise: Toy Car Collection,PlayStation 3,['Electronic Arts'],Criterion Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,5-Mar-09,['Xbox 360'],,"Toy cars are quite a fun add for the Burnout Paradise, they behave slightly different compared to the original cars and you get lots of them. It's a worth to buy if you're looking to add some content for the title Burnout Paradise.",0,No score yet,0,0,0,tbd,No user score yet,1,2,0
Buzz! Junior: Jungle Party,PlayStation 3,['SCEA'],Magenta Software,"['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",E10+,12-Mar-09,['PlayStation 2'],No Online Multiplayer,"Take control of a mischievous monkey to challenge your friends and become ""King of the Jungle."" Use the Buzz! Buzzers to take part in the fast, fun, and frantic action. Minigames galore: Risk your neck in a lion's mouth, pelt coconuts at menacing tortoises, or enjoy some ""farty"" time when relaxing in the jungle Jacuzzi (but beware of the head-bashing gorilla!).",0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Buzz! Junior: Monster Rally,PlayStation 3,['SCEA'],Cohort Studios,"['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",E,15-Oct-09,,,"Scare up some mayhem! BUZZ! Junior: Monster Rally lets you choose a monster to explore the dark, spooky Monster Mansion. Now for the PlayStation3 system, BUZZ! Junior: Monster Rally provides 4-way mischievous action and lets players fully customize their Monsters. - Compatible with BUZZ! buzzers or PlayStation3 system controllers- Fun and accessible to all ages!- Play through 5 simple and hiliarious mini-games from the original PS2 game- Up to 4-player monstrous mayhem",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Buzz! Junior: RoboJam,PlayStation 3,['SCEA'],"Magenta Software, Cohort Studios","['Miscellaneous', 'Trivia / Game Show']",E,9-Jul-09,,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
BUZZ! Quiz Player,PlayStation 3,['Sony Interactive Entertainment'],"Relentless Software, Sony Interactive Entertainment","['Miscellaneous', 'Trivia / Game Show']",,21-Dec-10,,,,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Buzz! Quiz TV,PlayStation 3,['SCEA'],Relentless Software,"['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",T,23-Sep-08,,Up to 4,"Buzz!, the popular quiz show franchise, makes its way for the first time to the Playstation 3 with BUZZ! Quiz TV. Developed by Relentless Software, BUZZ! Quiz TV comes packed with BUZZ! wireless buzzer peripherals for an easy, pick-up-and-play game show experience. Combining to deliver over 5,000 questions divided into five different genre channels (Music, Movies & TV, Sports, Brainiac and Lifestyle), the new Channel Hopper mode allows players to switch between the different categories of questions in order to play a variety of quizzes that lets all your friends get into the action. [SCEA]",80,Generally favorable reviews,43,5,0,7.2,Mixed or average reviews,18,8,5
Buzz! Quiz World,PlayStation 3,['SCEA'],Relentless Software,"['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",T,11-Nov-09,,8-Jan,"best quiz game ever ""nuff said""__________________________________________________________________________________________________________________________________________________________________",80,Generally favorable reviews,26,7,0,7.9,Generally favorable reviews,17,1,2
Cabela's Adventure Camp,PlayStation 3,['Activision'],"Activision, Cauldron Ltd.","['Miscellaneous', 'General', 'General']",E,1-Nov-11,['Xbox 360'],No Online Multiplayer,"The game includes fast paced, exciting outdoor activities that send you straight to summer camp, even in the middle of winter! Players will lose themselves and forget they aren't outdoors as they compete in summer time activities such: Thrill Hill Biking, Wild River Kayaking, Full Throttle Wave Riding and more. Interactive Griefing allows idle players to grief others by knocking down trees and rocks creating in game obstacles that will add hilarious shenanigans to the mix. The brisk gameplay and fantastic variety keep everyone animated, excited and having fun!",0,No score yet,0,1,0,tbd,No user score yet,0,0,0
Cabela's African Adventures,PlayStation 3,['Activision'],Activision,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,15-Oct-13,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Cabela's Big Game Hunter 2010,PlayStation 3,['Activision'],Activision,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,29-Sep-09,['Xbox 360'],,"In Cabela's Big Game Hunter 2010, players seek ""Super Hunter"" status aiming to take their ""game"" to the next level and join the ranks of hunting’s best of the best - a club where it takes much more than tall tales to gain respect. Players must prove their fearlessness and ability by successfully bagging the largest trophies in the world's most rugged regions. The most prized animals can only be reached by climbing cliffs, crossing raging rivers, and facing countless more perilous situations. Brand new elements, such as rewards for successfully using cover to progress through missions and a VITALS system which helps players visualize the perfect shot, promise to make this the most fun and action-packed Cabela’s game yet. The Top Shot peripheral for Wii adds a new level of realism in heart-pounding hunting adventures - just take a few seconds to load the Wii Remote and Nunchuk and you’re ready to put the trophy buck of a lifetime in your crosshairs. In addition, the Wii version includes 13 arcade style shooting galleries, including 4-person multiplayer. [Activision]",0,No score yet,0,1,1,5,Mixed or average reviews,3,1,5
Cabela's Big Game Hunter 2012,PlayStation 3,['Activision'],Activision,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,27-Sep-11,['Xbox 360'],,"With the world as their playground, players will explore a vast expanse of mountains and valleys with unprecedented choices in direction never before seen in a Cabela’s hunting game. Players can climb an area to get a better angle for the shot but risk being spotted, or they can take a low elevation route with poor visibility but plenty of concealment. Nature doesn’t always wait for you to make the first move as the dynamic weather and natural hazards make the hunt even more challenging.  The challenge doesn’t end there. Cabela’s Big Game Hunter 2012 ups the ante with the most realistic animals ever seen in the Cabela’s series. Every animal’s unique movement gives clues on what the animal will do next. In order to bag the trophies, players will have to avoid detection through cunning, skill, and deception. They must also utilize master hunting skills such as advanced stalking techniques so they can quickly move through cover and close in on their targets.",0,No score yet,0,1,0,tbd,No user score yet,1,0,1
Cabela's Big Game Hunter: Pro Hunts,PlayStation 3,['Activision'],Cauldron Ltd.,"['Sports', 'Individual', 'Nature', 'Hunting']",T,25-Mar-14,"['PC', 'Wii U', 'Xbox 360']",,,0,No score yet,0,1,0,5.9,Mixed or average reviews,4,1,3
