title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Karaoke Revolution Presents: American Idol Encore 2,Xbox 360,['Konami'],Blitz Games,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",E10+,"Nov 18, 2008",['PlayStation 3'],1-8,"Featuring 40 all new smash-hit songs, including hits performed on the show, and several unique modes of play, KRAIE 2 enables players to sing and perform through a full season of competition to claim the title of American Idol. Contestants are challenged to put on their best performance as they must face digital versions of the famed judges - Simon Cowell, Paula Abdul and Randy Jackson, who are ready to critique their singing performances. Karaoke Revolution Presents: American Idol Encore 2 allows players to play the part of an American Idol contestant as they audition, earn an invitation to Hollywood and ultimately perform in front of the crowd on center stage. Just like the TV show, the evaluation by the game's judges will affect whether or not they move on to the next round of competition. Additionally, players will be able to personalize their own contestant with clothing, hair styles and accessories in the Character Customization mode, creating a specialized look that is sure to catch the attention of the judges and the crowd. [Konami]",0,No score yet,0,2,0,tbd,No user score yet,2,0,0
Karateka,Xbox 360,['D3Publisher'],Liquid Entertainment,"['Action', 'General', 'General', 'Fighting', '2D']",T,"Nov  7, 2012","['iPhone/iPad', 'PC', 'PlayStation 3']",,"Three decades later, Karateka is back to kick Akuma's ass! The good news is that this is a good looking action game with a few genuinely clever ideas. Unfortunately, . The rhythm-based gameplay is unique, but it would have been nice to see a few more enemy types and deeper gameplay but a game like this should not be missed Jordan mechner and his team work hard on this game looking at the making of this game.",60,Mixed or average reviews,2,13,2,6.7,Mixed or average reviews,11,8,4
Kengo: Legend of the 9,Xbox 360,"['Majesco Games', 'Majesco']",Genki,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']",M,"Sep 11, 2007",,2  Online,"(Also known as ""Kengo Zero"")  Kengo: Legend of the 9 sets players in feudal Japan on a mission to become the best samurai warrior in the land. The game features nine real samurai warriors: Musashi Miyamoto, Jubei Yagyu and Sanako Chiba, among others. Each has his/her own storyline, attack techniques and upgradeable attributes (health, stamina, attack power and defense). Four modes of play offer a range of gameplay options, including the storyline advancing Main Mode; Mission Mode which challenges players to complete 10 missions within a specific time frame; Combat Mode that features two-player, head-to-head battles; and Xbox Live Leaderboard where players compete for new equipment and the best ranking against other Xbox Live gamers by pitting AI profiles against each other. [Majesco]",38,Generally unfavorable reviews,0,6,12,4.1,Generally unfavorable reviews,5,0,9
Kick-Ass 2,Xbox 360,['UIG Entertainment'],Freedom Factory Studios,"['Action', ""Beat-'Em-Up""]",,"Jul 25, 2014","['PC', 'PlayStation 3']",,"Enter the world of the multi-million dollar film and comic franchise Kick Ass in Kick Ass 2, a new beat-em-up for PC and console. Set in New York City, three to four years after the events of the first film, our hero Dave, a.k.a Kick Ass, has retired from fighting crime as his actions have inspired ordinary citizens to become real-life superheroes. However, normal life isn't really for him so he begins training to become a proper hero with close friend Mindy, a.k.a Hit Girl. Elsewhere, Chris D'Amico accidentally kills his mother with a tanning bed while arguing over her apathy towards his father's death. With full control over his family's money, Chris re-invents himself as a super villain known as ""The Motherfucker""and swears to get revenge on Kick-Ass...",0,No score yet,0,0,0,2.4,Generally unfavorable reviews,1,1,6
Killer Is Dead,Xbox 360,['XSEED Games'],Grasshopper Manufacture,"['Action Adventure', 'Modern', 'Sci-Fi', 'General']",M,"Aug 27, 2013","['PC', 'PlayStation 3']",1 Player,"The latest title from the mind of game creator SUDA51 serving as a spiritual successor to previous cult favorites No More Heroes and Killer 7. Stylish cel-shaded visuals set the mood in this gritty, bloody, ultra-violent world where biomechanical augmentations increase the power of criminals and “executioners” alike. Mondo Zappa, a newly recruited executioner, hunts criminals wielding a Japanese sword in his right hand, and powerful biomechanical engineering in his left.",64,Mixed or average reviews,12,22,4,7.2,Mixed or average reviews,95,21,30
Kinect Adventures!,Xbox 360,['Microsoft Game Studios'],Good Science Studio,"['Miscellaneous', 'Adventure', 'General', 'General', 'Party / Minigame']",E,"Nov  4, 2010",,2,I thought it would be the kind of game you try once and then run to buy new games. While it doesn't have a long lasting appeal it's the kind of game I'll play once in a while especially to show my friends how to use Kinect. River Rapids and Reflex Ridge are the best included games.,61,Mixed or average reviews,5,35,5,6.3,Mixed or average reviews,40,64,22
Kinect Fun Labs,Xbox 360,['Microsoft Game Studios'],Good Science Studio,"['Miscellaneous', 'General', 'General']",E,"Jun  6, 2011",,,"I'm sure most owners of Kinect like myself, will agree that it has been a frustratingly long time coming for anything new to use with your sensor.  Most of you may have even forgot that its there!  After the pleasing list of games announced at this years E3, xbox have introduced a nice litte feature called Kinect Fun Labs available for download.  The basis is that the programmes you find in Fun Labs are more or less ""apps"" to use to show off what the Kinect sensor can actually do.  There are 4 apps available from launch: Kinect Me, Bobbleyhead, Googly eyes and Build-a-buddy.  Kinect Me literally does what it says on the tin, it makes an avatar version of you by taking a picture of your face and body.  Bobbleyhead.... well I think you can guess but its similar to Kinect Me except it makes a dashboard style bobblyhead of you.  Goggley eyes also doesnt need much explaining, you scan any object from you house into Kinect and it will animate it and place Goggley Eyes on it for you.  Last of all, Build-a-buddy allows you to scan any object into Kinect and then give it a personality. The concept of the above is great, there hasn't yet been a game that has included these features (for obvious reasons) yet seeing what Kinect can do gives real promise for features in later games.  I have to say the novelty of the above does wear off after about 5 minutes of each program but for something that is free, I am really not going to complain.  With more apps due soon I will be sure to keep trying them out and seeing what Kinect really can be capable of.  Its a difficult area to rate but I am only going on what was available at launch but potentially Fun Labs could bring out something that will keep up hours of fun!",0,No score yet,1,0,0,tbd,No user score yet,0,1,0
Kinect Googly Eyes,Xbox 360,['Microsoft Game Studios'],Good Science Studio,"['Miscellaneous', 'General', 'General']",E,"Jun  6, 2011",,,,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Kinect Joy Ride,Xbox 360,['Microsoft Game Studios'],BigPark,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E,"Nov  4, 2010",,Up to 8,"Put your avatar behind the wheel of a vehicle you select and customize to match your personal style, and drive your avatar WILD. Trick out your avatar with styles and animations to guarantee you'll stand out in the crowd. The game universe constantly evolves and expands with new downloadable content, including new stunt parks, tracks, cars, car upgrades, avatar clothing and animations, and new events. Once you're all customized, take your avatar out for a spin. Make friends around the world as you catch huge air, pull off crazy stunts, and participate in fun community events.",52,Mixed or average reviews,1,31,14,5.1,Mixed or average reviews,6,7,9
Kinect Me,Xbox 360,['Microsoft Game Studios'],Good Science Studio,"['Miscellaneous', 'General', 'General']",E,"Jun  6, 2011",,,,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Kinect Nat Geo TV,Xbox 360,['Microsoft Game Studios'],Relentless Software,"['Miscellaneous', 'Edutainment', 'Edutainment']",E10+,"Sep 18, 2012",,No Online Multiplayer,"Got along with Sesame Street TV for my kids (2 and 6) and both have proved extremely popular. Nat Geo has more interaction with the program, giving the kids the opportunity to either branch off into 'sidetracks' or continue watching, which they've enjoyed. I was disappointed with the video quality, which isn't up to the standard I expected, with soft focus on most of the wide mountain shots, but it's acceptable. Both kids love the variety of mini games available, and the ability to both play together has proved popular. Worth a look, but I'd recommend Sesame Street TV more.",78,Generally favorable reviews,6,0,1,7.8,Generally favorable reviews,4,1,1
Kinect Party,Xbox 360,['Microsoft Game Studios'],Double Fine Productions,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']",E,"Dec 17, 2012",,,"Remake your living room into the ultimate Kinect Party. Immerse yourself and up to six others in this augmented reality playground as Kinect Party presents 36 channels - each overflowing with outrageously unique, motion-controlled fun. Wield nun chucks, grow fairy wings, dodge hot lava, harness electricity, dig for treasure, launch fireworks, become a fire breathing dragon and more.",81,Generally favorable reviews,6,1,0,6.8,Mixed or average reviews,12,1,6
Kinect Playfit,Xbox 360,['Microsoft Game Studios'],Microsoft Game Studios,"['Miscellaneous', 'Exercise / Fitness']",,"Jul 12, 2012",,,"Microsoft today unveiled Kinect PlayFit, a new Kinect fitness dashboard on Xbox LIVE that lets players track calories burned across multiple Kinect games. Available as a free download from the Xbox LIVE Marketplace, the app calculates and aggregates the calories players burn so they can track their progress over time, see how they rank against friends, and earn Xbox achievements.Kinect PlayFit lets players track their calorie burn across multiple games.The goal of the app is to motivate families to get off the couch and reward them for having fun, said Chuck Frizelle, executive producer for Kinect PlayFit.Kinect PlayFit will track fitness progress across a dozen games at first, with more titles to come later, Frizelle said. The dashboard lets players view their daily, weekly, monthly, and overall calorie burn totals, and Xbox leaderboards offer the chance to compare progress with friends and the overall Xbox LIVE community. Players can also earn up to 20 Xbox achievements, including bonus avatar awards, and post them on Facebook.The key features - rewarding players for their time and effort with achievements, giving them challenges, and comparing their calorie burn totals with friends -make Kinect PlayFit a healthy parallel to the joystick-based-gamer score.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Kinect Rush: A Disney-Pixar Adventure,Xbox 360,['Microsoft Game Studios'],Asobo Studio,"['Adventure', 'General', 'General']",E,"Mar 20, 2012","['PC', 'Xbox One']",,"""Kinect Rush: A Disney-Pixar Adventure,"" an exciting racing adventure game, invites families and fans of all ages to experience the worlds of five beloved Disney-Pixar films like never before. Through the magic of Kinect for Xbox 360, become part of one of five Disney-Pixar worlds and team up with characters from ""The Incredibles,"" ""Ratatouille,"" ""Up,"" ""Cars"" and ""Toy Story"" to race against time and solve time-based challenges without ever leaving your living room.",68,Mixed or average reviews,13,15,3,5.1,Mixed or average reviews,8,2,9
Kinect Sesame Street TV,Xbox 360,['Microsoft Game Studios'],Microsoft Studios - Soho Productions,"['Miscellaneous', 'Edutainment', 'Edutainment']",EC,"Sep 18, 2012",,No Online Multiplayer,"""Kinect Sesame Street TV"" is a revolutionary new 2-way TV experience exclusive to Kinect for Xbox 360 that allows children to literally jump into Sesame Street, interact with favorite characters, play in their world and learn together. The magic of Kinect for Xbox 360 transforms passive viewing into active participation, encouraging children to use their gestures, voices and bodies to interact with content on the screen.",76,Generally favorable reviews,4,2,0,6.2,Mixed or average reviews,3,1,1
Kinect Sparkler,Xbox 360,['Microsoft Game Studios'],"Smoking Gun Inc., Smoking Gun Interactive","['Miscellaneous', 'General', 'General']",E,"Jul 28, 2011",,,,0,No score yet,0,0,0,tbd,No user score yet,1,1,1
Kinect Sports,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'General', 'General']",E10+,"Nov  4, 2010",,Up to 4,"This game is sooo much better then most of the reviews state.  the average of this games reviews should be no less then I'd say about 85. Reviews who reviewed this low just don't want to say the Kinect can offer awesome games.  But, it can, and no you can't be a lazy person and play this game.  You actually have to get up off you butt and get active.  You will lose weight playing this game.  I was sore for 3 days straight after getting this game, but kept comming back for another game.  Don't let mediocre reviews sway your decision this game is is.  Me and my friends have had a blast playing this game and so will you!  If you like fun interactive games that is!!!!",73,Mixed or average reviews,27,24,0,7.7,Generally favorable reviews,76,30,10
Kinect Sports Gems: Boxing Fight,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'Traditional', 'Individual', 'Boxing', 'Boxing', 'Combat', 'Boxing / Martial Arts']",E10+,"Jun 25, 2013",,,,0,No score yet,0,0,0,3.3,Generally unfavorable reviews,1,1,4
Kinect Sports Gems: Field Goal Contest,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'General', 'General', 'Team', 'Football', 'Arcade']",E,"Dec 25, 2012",,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Kinect Sports: 10 Frame Bowling,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'General', 'General', 'Individual', 'Bowling']",E,"Mar 12, 2013",,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Kinect Sports: Calorie Challenge,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'General', 'General']",E10+,"Apr 26, 2011",,,"Get fighting fit the Kinect Sports way! Hit calorie-loss targets by beating mascot rivals in the Calorie Challenge Pack: STEADY CELERY, BLAZING BANANA, MIGHTY MILK, SUPER SODA, PEPPY PIZZA, and CHUNKY CHOCOLATE. Also includes Free Play mode and 10 achievements for 250 gamerscore, with food mascots selectable in Party Play.",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Kinect Sports: Penalty Saver,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'General', 'General']",E,"Mar 12, 2013",,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Kinect Sports: Ping Pong,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'General', 'General', 'Individual', 'Other']",E,"Mar 12, 2013",,,,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Kinect Sports: Season Two,Xbox 360,['Microsoft Game Studios'],"Rare Ltd., BigPark","['Sports', 'General', 'General']",E,"Oct 25, 2011",,,"""Kinect Sports: Season Two"" pulls the whole family off the couch and turns your living room into a world-class sports arena where intuitive, full-body gameplay and friendly competition reign supreme. Following the top-selling and award-winning ""Kinect Sports: Season Two,"" the second season amps up the action and delivers sporting gameplay like you’ve never seen — or felt — before!",66,Mixed or average reviews,13,30,3,6.9,Mixed or average reviews,23,16,7
Kinect Sports: Season Two - Basketball Challenge Pack,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'Traditional', 'General', 'Basketball', 'Arcade']",E,"Apr  3, 2012",,,"Basketball fever takes hold of Kinect Sports: Season Two! Get a feel for the court with three fast-paced activities designed to hone your passing, shot timing and long-range basket skills: Alley-Oop Dreams, Shot Party and 3-Point Hero. All playable solo or in multiplayer, Quick Play or Challenge Play!",0,No score yet,0,2,0,tbd,No user score yet,0,0,0
Kinect Sports: Season Two - Challenge Pack #1,Xbox 360,['Microsoft Game Studios'],BigPark,"['Sports', 'General', 'General']",E,"Nov  7, 2011",,,"Discover new ways to play Kinect Sports: Season Two with more game modes and challenges to send to friends. Each sport receives a standout new experience: Crazy Kicker (Football), Frantic Fielder (Baseball), Cool Ringings (Skiing), Champion Chip (Golf), Rapid Returner (Tennis) and Smart Shot (Darts).",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Kinect Sports: Season Two - Challenge Pack #2,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'General', 'General']",E,"Mar  1, 2012",,,"Brought to you by Bengay. Kinect Sports: Season Two gets another free serving of fantastic new game modes and challenges to send to friends! Throw yourself headlong into Receiver Fever (Football), Top Jumps (Skiing), Darts Vs Zombies (Darts), Pitcher Perfect (Baseball), Prize Driver (Golf) and Red Rally, Yellow Rally (Tennis).",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Kinect Sports: Season Two - Maple Lakes Golf Pack,Xbox 360,['Microsoft Game Studios'],BigPark,"['Sports', 'Traditional', 'General', 'Golf', 'Arcade']",E,"Dec 20, 2011",,,"Double your Golf fun in Kinect Sports: Season Two with nine new holes, playable in all modes with achievements and new challenges to send to friends. Swing to win past forts, marinas, causeways and coves, finding hidden routes and hole-in-one opportunities. Attempt an 18-hole course match, the ultimate Golfing gauntlet!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Kinect Sports: Season Two - Midnight Mountain Ski Pack,Xbox 360,['Microsoft Game Studios'],Rare Ltd.,"['Sports', 'Alternative', 'General', 'Skiing']",E,"Jan 10, 2012",,,"If throwing yourself downhill in broad daylight isn't exciting enough, this pack of floodlit Skiing runs for Kinect Sports: Season Two will get your heart racing. Midnight Mountain delivers three icy cool new slopes playable in all modes with new challenges to send to friends, plus all the trimmings!",0,No score yet,0,2,0,tbd,No user score yet,0,0,0
Kinect Sports: Ultimate Collection,Xbox 360,['Microsoft Game Studios'],Various,"['Miscellaneous', 'Compilation', 'Compilation']",E10+,"Sep 18, 2012",,Up to 4,"Finally, you don't have to choose! This ultimate collection has two best-selling Kinect game wrapped into one - putting 13 great sporting games at your fingertips. So grab your friends and compete for a personal best or jump in and out of the action in team Party Mode! Anyone can play these controller-free, full-body sports games. With your body as the controller, nothing comes between you and the action!",0,No score yet,0,0,0,7.4,Mixed or average reviews,4,0,1
Kinect Star Wars,Xbox 360,"['Microsoft Game Studios', 'LucasArts']",Terminal Reality,"['Action', 'Adventure', 'General', '3D', 'First-Person', 'Sci-Fi', 'Sci-Fi']",T,"Apr  3, 2012",,,"Enter the Galaxy: True to the Star Wars you know and love, visuals transport you into the Star Wars universe, complete with iconic characters, vehicles, ships, Droids and much more. Drawing on iconic moments from the motion pictures, Kinect Star Wars allows you to enter the Star Wars universe and experience a variety of physical play. Swing your arms to wield a Lightsaber, reach out and use the Force, jump, dodge or kick to defeat your enemies. Easy in/out co-op lets a 2nd player jump into the fun at any time in some modes. Lightsaber combat, Force moves, piloting Speederbikes and iconic ships, Podracing and much more. Experience the breadth of the Star Wars universe as you wield a Lightsaber and train to be a Jedi Master, become a champion Podracer, master the Force, pilot iconic ships and Speederbikes, and much more. [Microsoft]",55,Mixed or average reviews,5,45,11,3.8,Generally unfavorable reviews,36,25,93
Kinect: Disneyland Adventures,Xbox 360,['Microsoft Game Studios'],Frontier Developments,"['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E10+,"Nov 15, 2011","['PC', 'Xbox One']",No Online Multiplayer,"Experience a place where two magical worlds unite: Kinect for Xbox 360 invites you to take a journey where stories come to life and dreams come true, right in your living room! Explore Disneyland park — from Main Street U.S.A. to Critter Country — join Peter Pan to battle Captain Hook, high-five Mickey Mouse or hug Snow White. Harnessing the controller-free magic of Kinect for Xbox 360, ""Kinect: Disneyland Adventures"" allows children, families and Disney fans of all ages to explore Disneyland park, step into adventures based on attractions, engage in challenging quests and interact with beloved Disney characters using their full bodies and voices,* no controller required. ""Kinect: Disneyland Adventures"" is your portal to a magical world of Disneyland park adventures through Kinect.",73,Mixed or average reviews,18,15,0,3.2,Generally unfavorable reviews,16,10,49
Kinectimals,Xbox 360,['Microsoft Game Studios'],Frontier Developments,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']",E,"Nov  4, 2010",['iPhone/iPad'],No Online Multiplayer,"This game is obviously meant for children, so this review will be based on that assumption. The game is easy to get into, has beautiful and colourfull graphics and steals your heart within seconds. There is enough variation to not get bored, but you can also just do the same thing over and over. The game never pressures you to follow a certain path and if the tasks are a bit too difficult then your animal will help you get through it. The game is great and perfect for kids, but I (35 years old) find it enjoyable too.",74,Mixed or average reviews,28,21,1,3.5,Generally unfavorable reviews,22,9,45
Kinectimals: Now with Bears!,Xbox 360,['Microsoft Game Studios'],Frontier Developments,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']",E,"Oct 11, 2011",,,"You will be hard-pressed to find a better game for kid's. Cute, fun and gets them some exercise. It won't replace playing outside, but on a cold rainy day, it sure beats tapping thumbs on a controller.",78,Generally favorable reviews,6,0,0,1.8,Overwhelming dislike,7,3,45
King's Quest Chapter 1: A Knight to Remember,Xbox 360,['Sierra Games'],The Odd Gentlemen,"['Adventure', 'General']",E10+,"Jul 29, 2015","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",,"Download Kings Quest  Chapter 1: A Knight to Remember, the first part of a five-chapter game series that boldly reimagines one of gamings most groundbreaking franchises. An aging King Graham reflects on a life of adventure with his granddaughter, Gwendolyn, taking players back to his teen years and his quest to become a knight of Daventry in King Edwards royal guard. Discover a wondrous world full of whimsical characters, charming puzzles and perilous dangers in this fun and enchanting coming of age story.",0,No score yet,0,0,0,5.9,Mixed or average reviews,6,1,4
King's Quest Chapter 2: Rubble Without a Cause,Xbox 360,['Sierra Games'],The Odd Gentlemen,"['Adventure', 'General']",E10+,"Dec 15, 2015","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",,"Kings Quest - Chapter 1: A Knight to Remember is required to play this content and is sold separately. Kings Quest - Rubble Without A Cause is the second of five chapters in the new, critically acclaimed reimagining of the classic Kings Quest game series. In this latest adventure, King Graham takes players back to his first test as ruler of Daventry. When a mischievous horde of goblins takes his kingdom hostage, a newly crowned and woefully unprepared Graham must rise up to free his people and prove himself the leader he was destined to become. Will Graham and his friends unearth a way to escape their rock-brained captors? Will he take for granite everything he learned as an adventurer? Does he have the stones to reclaim his mantle & lead his kingdom to safety? Will the hat make it out ok?",0,No score yet,0,0,0,2.8,Generally unfavorable reviews,1,0,3
King's Quest Chapter 3: Once Upon a Climb,Xbox 360,['Sierra Games'],The Odd Gentlemen,"['Adventure', 'General']",,"Apr 26, 2016","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",,,0,No score yet,0,0,0,4.0,Generally unfavorable reviews,2,0,3
King's Quest Chapter 4: Snow Place Like Home,Xbox 360,['Sierra Games'],The Odd Gentlemen,"['Adventure', 'General']",,"Sep 27, 2016","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",No Online Multiplayer,,0,No score yet,0,0,0,2.5,Generally unfavorable reviews,1,0,3
King's Quest Chapter 5: The Good Knight,Xbox 360,['Sierra Games'],The Odd Gentlemen,"['Adventure', 'General']",E10+,"Oct 25, 2016","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",No Online Multiplayer,,0,No score yet,0,0,0,1.7,Overwhelming dislike,1,0,5
King's Quest Collection,Xbox 360,['Activision'],Activision,"['Miscellaneous', 'Compilation']",,"Oct 18, 2016",['PC'],,"The crown jewel of adventure games is back! Written by the co-founder of Sierra Entertainment, Roberta Williams, King's Quest pioneered to evolution of adventure gaming. All the rich storylines, exciting quests, detailed characters and formidable foes of the original seven games are now available for the first time on Windows® 2000 and Windows XP. Join King Graham and the royal family of Daventry in their thrilling adventures through the fantasy world of King's Quest!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
King's Quest: The Complete Collection,Xbox 360,['VU Games'],The Odd Gentlemen,"['Adventure', 'General']",E10+,"Jul 29, 2015","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",,"Developed by The Odd Gentlemen, the new King’s Quest™ reimagines all the charm, humor, puzzles, exploration and sense of wonder that made the franchise so magical when it first arrived thirty years ago. Old and grey, King Graham – the hero made legend in the original King’s Quest games – shares the extraordinary stories of his youth with his curious granddaughter, Gwendolyn, taking players back to the feats that shaped a kingdom.",0,No score yet,0,0,0,8.3,Generally favorable reviews,6,0,1
Kingdom Under Fire: Circle of Doom,Xbox 360,['Microsoft Game Studios'],Blueside,"['Role-Playing', 'Action RPG', 'Action RPG']",M,"Jan  8, 2008",,4  Online,"Departing from Action RTS formula of the previous Kingdom Under Fire series, Circle of Doom makes full use of the Xbox 360's power to present adrenaline-pumping action with stylish combat maneuvers and eye-popping effects. Players explore randomly generated vast dungeons and battle monsters swarming the screen in thousands and attacking from all directions along the floors, walls, and ceilings of the dungeons. As the game progresses, the heroes will find increasingly devastating and spectacular ways to defeat massive enemy forces in the forms of new abilities and weapons, or even create their own arsenal by combining the existing ones. Taking maximum advantage of the Xbox 360 online features, single-player and multiplayer modes are merged seamlessly. Players may choose to play alone, or better yet, recruit 4-player parties on the way and continue their quest as a team via Xbox Live. Each player can take their single-player characters to the co-op mode or create a new character with useful skills to compliment each other. They can even trade their own custom-crafted items with other party members. [Blueside]",55,Mixed or average reviews,4,30,10,5.7,Mixed or average reviews,25,9,22
Kingdoms of Amalur: Reckoning,Xbox 360,['Electronic Arts'],Big Huge Games,"['PC-style RPG', 'Role-Playing', 'Action RPG', 'Action RPG']",M,"Feb  7, 2012","['PC', 'PlayStation 3']",No Online Multiplayer,"Immerse yourself in an all-new massive universe from the minds of bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston. Choose your path and battle through a sprawling world featuring intense, responsive, and customizable RPG combat.",80,Generally favorable reviews,55,16,0,7.8,Generally favorable reviews,332,87,46
Kingdoms of Amalur: Reckoning - House of Valor,Xbox 360,['Electronic Arts'],Big Huge Games,"['Role-Playing', 'Action RPG', 'Action RPG']",M,"Feb  7, 2012","['PC', 'PlayStation 3']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Kingdoms of Amalur: Reckoning - Teeth of Naros,Xbox 360,['Electronic Arts'],Big Huge Games,"['Role-Playing', 'Action RPG', 'Action RPG']",M,"Apr 17, 2012","['PC', 'PlayStation 3']",,"For decades the Kollossae, a proud people of faith and large stature, have wandered the face of Amalur in pursuit of the destiny that is due to them, but all does not appear right. Upon your expedition to Teeth of Naros, Secandra and her band of Kollossae warriors require your help to solve the riddle of the Titans. A mysterious force beckons the Kollossae toward a destiny they may not entirely want nor are ready to embrace. Take on a crucible of faith filled with fantastic new enemies and determine if you are fated to be favored by the gods or forsaken by them. In an epic new journey filled with tons of side quests, adventure through a paradise seen by few, and for good reason. Ascend to the floating city above Teeth of Naros and get a glimpse into the future of Amalur.",79,Generally favorable reviews,3,1,0,7.2,Mixed or average reviews,9,6,3
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,Xbox 360,['Electronic Arts'],Big Huge Games,"['Role-Playing', 'Action RPG', 'Action RPG']",M,"Mar 20, 2012","['PC', 'PlayStation 3']",,"The legendary pirate Dead Kel and his Hanged Men have returned to haunt the seas of northern Amalur. Embark on a journey to the distant island of Gallows End with the eccentric Captain Brattigan in an adventure that will uncover a secret so great that it has incited wars and toppled kingdoms. Discover powerful new weapons and Twist of Fate Cards and use them to conquer the island's unique inhabitants. Become the Lord of Gravehal Keep and lay claim to the this once great fort standing upon the edge of a cliff in the most expansive player housing option yet. In an extensive new story and a host of new side quests, battle treacherous new enemies and face exciting new challenges on the mysterious island of Gallows End.",81,Generally favorable reviews,8,0,0,7.8,Generally favorable reviews,25,6,4
Knights Contract,Xbox 360,['Namco Bandai Games'],Game Republic,"['Action Adventure', 'Adventure', 'Third-Person', 'General', 'Fantasy', 'Fantasy']",M,"Feb 22, 2011",['PlayStation 3'],No Online Multiplayer,"Set in the days when a healthy paranoia about witches was considered normal, Knights Contract follows the twisted tale of Heinrich, an immortal executioner, and Gretchen, a resurrected witch.  Once the victim of Heinrich's blade by the order of the game's antagonist, Dr. Faust, Gretchen now has him under her control as the two must work together to rid the land of the supernatural foes who are cursing its people with the black spell of death. Armed with a razor sharp scythe and explosive witchcraft, players will use these tools with spectacular effects in order to return civility to the land.  As players succeed in their journey, they can deal tremendous damage to their on-comers or unleash a gruesome finisher by coordinating the efforts of Heinrich and Gretchen. However, players must also keep a close eye on Gretchen as her mortality is the key to the duo's survival as Heinrich can never be vanquished. It's time to let the combos fly and lay waste to the hordes of darkness with a liberal dose of medieval panache.",49,Generally unfavorable reviews,1,26,14,6.2,Mixed or average reviews,9,5,7
KOF Sky Stage,Xbox 360,['SNK Playmore'],Moss,"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Sep 15, 2010",,,"I like this one a lot! As a big KOF fan, this game has two of my favorite characters in it, and while it is a big change of pace from the traditional KOF game play, it is still a good arcade style game. It takes a little bit of time to get used to the systems in it, but once you do, it is a hell of a lot of fun. The moving and dodging until it is your turn to attack still has a feeling that resembles a fighting game to it. KOF Sky Stage is a fun bullet hell style game, and as someone who is green to that genre of games, this makes me want to check more of them out!",0,No score yet,0,0,2,8.3,Generally favorable reviews,3,1,0
Konami Classics Vol. 1,Xbox 360,['Konami'],Konami,"['Miscellaneous', 'Compilation', 'Compilation']",T,"Dec 15, 2009",,2,"Keep it old school and re-capture the golden age of gaming with 'Konami Classics Vol. 1.' Featuring a popular collection of some of the most recognized brands in video game history, 'Konami Classics' will include the original Super Contra, Frogger and Castlevania Symphony of the Night. Each game features the ability to be played in its original state, or in an enhanced mode with upgraded Hi-Def support at 720p along with a special graphics improvement filter resulting in smoother visual game quality. Re-live gaming glory with these timeless retro compilation packs!",0,No score yet,0,0,0,tbd,No user score yet,2,0,0
