title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Classified: The Sentinel Crisis,Xbox,['Global Star Software'],Torus Games,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",T,14-Apr-06,['PlayStation 2'],1 Player,"Assume the role a Black Ops soldier recruited by the US military's experimental Sentinel program. Your only tools are the intelligent Sentinel combat suit and the multifunction OIWC assault rifle, a weapon of unparalleled versatility and power. The military scientist responsible for the Sentinel Technology is missing in the Balkans. You must join forces with the Rebels to expose the enemy and locate your quarry before the Sentinel Technology falls into hostile hands.",41,Generally unfavorable reviews,0,3,3,tbd,No user score yet,0,0,1
Close Combat: First to Fight,Xbox,['2K Games'],Destineer,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",T,6-Apr-05,['PC'],8-Jan,"Created under the direction of the US Marine Corps, First to Fight puts you behind the barrel of an M16-A4 as a Marine fireteam leader. Now it's up to you to lead your four-man team through the dangerous streets of Beirut in modern urban combat. In this first-person shooter, you can use the Marine Air Ground Task Force to call for fire and support from Cobra helicopters, mortar teams, other fireteams, tanks, and AAVs. Develop true military tactics such as laying suppressing fire, flanking enemies, separating leaders from enemies, and more.",69,Mixed or average reviews,18,25,3,6.5,Mixed or average reviews,7,2,3
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Xbox,['Global Star Software'],High Voltage Software,"['Action', 'Platformer', '3D']",E10+,11-Oct-05,['PlayStation 2'],,"In this action-packed game, play as your favorite Codename: Kids Next Door™ operative, each with a different style. Utilize each Kids Next Door member's unique strengths and special skills as you dive, dodge, jump, and attack to complete your mission through 14 different levels. Engage in intense battles with Stickybeard, Knightbrace, The Toiletnator, and other notorious and nasty villains from the show. When Father masterminds an Arctic Prison break to free the villains, gather ""Powuh Ups,"" collect and build your weapons, and get ready for an epic showdown on the Moon Base.",57,Mixed or average reviews,3,1,2,tbd,No user score yet,3,0,0
Cold Fear,Xbox,['Ubisoft'],Darkworks,"['Action Adventure', 'Horror']",M,15-Mar-05,"['PC', 'PlayStation 2']",1 Player,"Cold Fear introduces a new kind of horror experience in a constantly shifting environment out at sea. You'll play as Tom Hansen, a US Coast Guard crewman whose team is sent to investigate an abandoned Russian whaling ship. As you delve deeper beneath the ship's bloodstained decks, you'll encounter hordes of evil creatures. To survive, you must eliminate your enemies, avoid traps, and get helpful information from other characters on the ship.",71,Mixed or average reviews,15,24,2,8,Generally favorable reviews,20,4,3
Cold War,Xbox,['DreamCatcher Interactive'],Mindware Studios,"['Action', 'Shooter', 'First-Person', 'Historic']",T,27-Sep-05,['PC'],1 Player,"Cold War follows a freelance journalist who finds himself in the midst of an international conspiracy that aims to control the U.S.S.R. Twelve hours after arrival in Moscow for a routine story, he has been stripped of all possessions, beaten unconscious, and thrown into the KGB's political prison. Now you must match wits and strength against the powerful Russian enemy using only recovered weapons and improvised gadgets to eliminate opponents. Whether you choose to evade or overcome elite Soviet forces, you must defeat the conspiracy before you're sent to a Siberian prison camp or killed.",60,Mixed or average reviews,3,17,5,6.4,Mixed or average reviews,3,1,1
Colin McRae Rally 04,Xbox,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Rally / Offroad']",E,4-Mar-04,['PC'],4-Jan,"This year's installment in the Colin McRae Rally series features new championships, new single- and multiplayer modes, and different car-part-testing challenges. You can drive any car from the start in the Open Championship mode; you can compete in a full rally season; or you can specialize in a 4- or 2-wheel-drive championship. You can also put together your favorite or themed stages, which can include straights, jumps, or hills. More than 20 vehicles, which exhibit improved physics and handling, are available for play, including the Citroen Xsara, Mitsubishi EVO 7, and Subaru Impreza.",84,Generally favorable reviews,30,3,0,8.2,Generally favorable reviews,14,6,1
Colin McRae Rally 2005,Xbox,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Rally / Offroad']",E,28-Sep-04,['PC'],8  Online,"Colin McRae Rally 2005 offers more than 300 stages, enhanced vehicles, and the chance to race against the very best in rally racing. At the heart of the game is the all-new Career Challenge, which takes you through a full professional rally career as you drive a diverse selection of rally cars. Through the game's 23 events, you can drive cars including 4-wheel drive, 2-wheel drive, 4-wheel Classics, Super 2-wheel, Rear Wheel, Distinctive and 4x4 classics. Each rally event provides different challenges through a series of Cups, SuperCups, Shields, and Championships.",83,Generally favorable reviews,29,6,0,7.9,Generally favorable reviews,4,3,0
Colin McRae Rally 3,Xbox,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Rally / Offroad']",E,18-Feb-03,['PlayStation 2'],4-Jan,"Live the life of a rally driver and prove your skills around the world. As part of the Ford Rally Sport Team, you'll have access to authentic high-performance rally cars, including Mitsubishi Lancer EVO 7, Subaru Impreza WRX, Citroen Saxo Kit Car, and Ford Focus RS WRC. It's a race against the clock through 56 stages from the United Kingdom to the United States. If you damage your car or the landscape, the path to the finish line will be a shaky one.",86,Generally favorable reviews,25,0,0,7.3,Mixed or average reviews,8,4,3
College Hoops 2K6,Xbox,['2K Sports'],2K Sports,"['Sports', 'Traditional', 'Basketball', 'Sim']",E,21-Nov-05,"['PlayStation 2', 'Xbox 360']",2  Online,"College Hoops 2K6 is the latest entry in the 2K series of NCAA basketball simulations. New to the game this year is the Coach's Clipboard feature, which lets you instantly change your tactics during the game. Recruiting has also been changed with the addition of recruiting camps. Coaching is the main focus of the changes, with real coaches having been added in. Also, teamwork and focus have been made more vital to team success. All other game modes from past iterations of the series have been included.",82,Generally favorable reviews,16,1,0,7.4,Mixed or average reviews,6,0,2
College Hoops 2K7,Xbox,['2K Sports'],2K Sports,"['Sports', 'Traditional', 'Basketball', 'Sim']",E,20-Nov-06,"['PlayStation 2', 'PlayStation 3', 'Xbox 360']",2  Online,"Excellent Game! This game is awesome! I play as GMU and it is really challenging. Unlike EA Sports, 2K Games are actually hard. There are no games that are 23 to 74. It's usually 53 to 57 or something that close.",73,Mixed or average reviews,2,5,0,6.8,Mixed or average reviews,6,2,3
Combat Elite: WWII Paratroopers,Xbox,['SouthPeak Games'],BattleBorne,"['Action', 'Shooter', 'Third-Person', 'Historic']",T,21-Nov-05,['PlayStation 2'],2-Jan,"Supported by an army of more than 17,000 US and British paratroopers, you must stop the Nazis from occupying Europe during WWII. Fight with authentic weapons and vehicles alongside brave Allied troops through rolling hills, small farms, and war-torn cities throughout France, Holland, and Belgium. More than 40 varied missions re-create the toughest battles of WWII, including D-Day, Operation Market Garden, and the Battle of the Bulge. If you can survive the brutal battlefield of WWII, you'll earn promotions that allow you to customize your soldier with new skills and abilities.",56,Mixed or average reviews,3,6,2,tbd,No user score yet,1,0,1
Combat: Task Force 121,Xbox,['Groove Games'],Direct Action Games,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,27-Mar-05,['PC'],16  Online,"Terrorist acts have prompted the US government to call for the help of stronger military forces. As part of Task Force 121, you must travel to a variety of locations--such as the jungle, an oil rig, and an exotic island--to stop the terrorists before they become even more powerful. To survive, you must master military techniques and weapons, including pistols, assault rifles, grenade launchers, shotguns, sniper rifles, and more.",44,Generally unfavorable reviews,0,3,6,7.3,Mixed or average reviews,5,0,1
Commandos 2: Men of Courage,Xbox,['Eidos Interactive'],Pyro Studios,"['Strategy', 'Real-Time', 'Historic']",T,18-Sep-02,"['PC', 'PlayStation 2']",1 Player,"From the deepest bunkers and artillery posts of the Third Reich to the bulkhead of an aircraft carrier at sea, Commandos 2 plunges you into realistic war environments. Lead an elite platoon deep into enemy territory, while taking advantage of each soldier's unique abilities. This time, your team members can carry and exchange weapons, and they can swim and drive. An array of new vehicles and weapons, including jeeps, tanks, trucks, ships, bazookas, and flamethrowers make for faster-paced gameplay and intense shoot-outs.",67,Mixed or average reviews,6,5,1,7.1,Mixed or average reviews,4,2,1
Commandos Strike Force,Xbox,['Eidos Interactive'],Pyro Studios,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Historic']",T,4-Apr-06,"['PC', 'PlayStation 2']",8  Online,"See if you have what it takes to join an elite team of commandos. Commandos Strike Force is a new WWII shooter that puts you in control of the three members of the Strike Force unit. During the game, you play as a Green Beret (an expert in combat and the use of heavy weaponry), a sniper (an expert marksman), and a spy (an expert in stealthy attacks).",62,Mixed or average reviews,5,20,2,8,Generally favorable reviews,3,3,0
Conflict: Desert Storm,Xbox,['Gotham Games'],SCi,"['Action', 'Shooter', 'Third-Person', 'Tactical', 'Modern']",T,30-Sep-02,"['PC', 'PlayStation 2']",4-Jan,"Conflict: Desert Storm lets you lead one of the best known and most feared special operations forces in the world: the elite British SAS or the US Delta Force.  Covert missions take you through hostile environments where only your expertise in stealth, tactics, and firepower will ensure the success and safety of your men.  Your missions are as unpredictable as they are dangerous: from vital scud-hunting missions deep within enemy territory to highly secretive rescue and assassination operations in Baghdad itself.",65,Mixed or average reviews,4,9,1,8.3,Generally favorable reviews,15,1,3
Conflict: Desert Storm II - Back to Baghdad,Xbox,['Gotham Games'],Pivotal Games,"['Action', 'Shooter', 'Third-Person', 'Tactical', 'Modern']",T,4-Oct-03,"['PC', 'PlayStation 2']",4-Jan,"At the height of the 1991 Gulf War, 300 klicks into the heart of Iraq, you must command your squad of Special Forces operatives to strike at Iraq's evil dictator and his fascist regime.  Armed with an authentic arsenal of high-tech weapons and vehicles, your squad will face impossible odds in this battle against tyranny.  Only strategy and skill will ensure your survival through frantic firefights, gut-wrenching vehicular combat, and gripping stealth operations.  ""The Mother of All Battles"" is coming to your console in Conflict: Desert Storm II--Back to Baghdad.",71,Mixed or average reviews,7,12,0,7,Mixed or average reviews,12,2,4
Conflict: Global Terror,Xbox,['2K Games'],Pivotal Games,"['Action', 'Shooter', 'Third-Person', 'Tactical', 'Modern']",M,4-Oct-05,"['PC', 'PlayStation 2']",4  Online,"In Conflict: Global Terror, you can try to recover a team member who has gone MIA at the hands of the terrorist organization March 33. You join a five man counter-terrorism team dispatched to stop the terrorists from creating a new world order. You can assume the role of any of the team members during a mission and use their unique abilities and weapons to fight the enemy. Global Terror adds improved physics, better AI, and an improved aiming system.",62,Mixed or average reviews,4,16,4,7.9,Generally favorable reviews,5,2,1
Conflict: Vietnam,Xbox,['Global Star Software'],Pivotal Games,"['Action', 'Shooter', 'Third-Person', 'Historic']",M,5-Oct-04,,4-Jan,"In a conflict that lasted 11 years and took more than three million lives, four men experience the longest 28 days ever. Cut off behind enemy lines during the 1968 Tet Offensive with no way to contact help, four young, barely trained soldiers realize that their only hope for survival is to head into the heart of darkness. Now, with few rations and dwindling ammunition, you must guide these soldiers across 100 miles of ruthless terrain crawling with unseen enemies. As you drive a wide range of vehicles, shoot era-specific weapons, and avoid enemy booby traps, remember--you're not trying to win any war--you're just trying to make it home alive.",60,Mixed or average reviews,8,28,4,7.3,Mixed or average reviews,8,2,2
Conker: Live & Reloaded,Xbox,['Microsoft Game Studios'],Rare Ltd.,"['Action', 'Shooter', 'Third-Person', 'Fantasy']",M,21-Jun-05,,2-Jan,"The naughty squirrel returns to the Xbox in a new team-based shooter, Conker: Live and Reloaded. This sequel features both multiplayer deathmatch and campaign modes, which can be played via Xbox Live and system link. Now you and your friends can compete as one of six combat specialists across multimission campaigns. Whether you battle in the past or in the future, this game promises more action and humor during warfare. Also included in the game is the original Conker's Bad Fur Day, which has been re-created for the Xbox.",78,Generally favorable reviews,60,13,1,8.3,Generally favorable reviews,88,11,12
Constantine,Xbox,['THQ'],Bits Studios,"['Action Adventure', 'Sci-Fi']",M,14-Feb-05,['PlayStation 2'],1 Player,"Inspired by the film by Warner Bros., and based on the graphic novels by DC Comics and Vertigo Hellblazer, Constantine is an intense horror game that literally takes you to Hell and back. You play as John Constantine, an irreverent mystic detective who must embark on an investigation in a supernatural world that exists just beneath Los Angeles. To survive, you must use an array of powerful incantations and holy artifacts, including the crucifier, holy shotgun, and flamethrower. Your ""true sight"" ability helps you identify demons and other secrets.",60,Mixed or average reviews,3,21,7,7.3,Mixed or average reviews,13,3,3
Corvette,Xbox,['TDK Mediactive'],Steel Monkeys,"['Driving', 'Racing', 'GT / Street']",E,10-Dec-03,"['PC', 'PlayStation 2']",2-Jan,"Corvette lets you race a variety of Corvettes on the open road or in super speedways. The game includes more than 120 production Corvette models from 1953 to 2003, plus show and race cars. Choose a car, official car color, and a driver, and then race on tracks or an obstacle-filled Route 66. Upgrade your car's engine and suspension for more realistic physics. In Heritage mode, you can take a trip through Corvette history and test-drive any stock production Corvette.",53,Mixed or average reviews,0,3,1,7.9,Generally favorable reviews,9,2,2
Counter-Strike,Xbox,['Microsoft Game Studios'],Valve Software,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,18-Nov-03,,16-Jan,"Counter-Strike, the popular online action game and first-person shooter for the PC, makes its console debut on Xbox and Xbox Live.  Challenge other players in intense team-based multiplayer action in two thrilling game types--Bomb Defusal and Hostage Rescue--via Xbox Live or System Link.  More than 20 real-life weapons, including shotguns, sniper rifles, pistols, are part of your military artillery.  Get ready for the most graphically advanced version of the Counter-Strike series to date.",74,Mixed or average reviews,19,19,0,7.6,Generally favorable reviews,36,11,11
Crash 'N' Burn,Xbox,['Eidos Interactive'],Climax Group,"['Driving', 'Racing', 'Arcade']",T,16-Nov-04,['PlayStation 2'],16  Online,"In Crash 'N' Burn, your primary objective is to take first place, and your secondary objective is to run everyone else off the road. First, choose your car; and then paint, polish, and personalize it. Take your car to circuits in the back streets of Miami, San Francisco, Los Angeles, and New York and cause major wreckage. You can also compete in multiplayer modes, including last-man-standing and bomb tag, with or against 15 other players online.",65,Mixed or average reviews,4,21,0,6.4,Mixed or average reviews,4,1,2
Crash Bandicoot: The Wrath of Cortex,Xbox,['VU Games'],Traveller's Tales,"['Action', 'Platformer', '3D']",E,15-Apr-02,['PlayStation 2'],1 Player,"The fifth Crash adventure features engaging gameplay, quirky characters and exotic locales.  Still smarting from his last defeat, Dr. Neo Cortex has developed a new diabolical plan to steal ancient crystals and unleash destructive gods on Crash and the planet Earth.  With Crash and his sister Coco, it's now up to you to find and return all the crystals across dangerous levels, including a volcanic island, a Japanese village, and the jungles of Africa.  You'll find many ways to move around, whether you maneuver a Jeep, fly a hang glider, or pilot a Crash-Mech.  But don't marvel too long at the new inventions, because you might find yourself in a heap of destruction.",70,Mixed or average reviews,4,12,0,7.6,Generally favorable reviews,35,7,8
Crash Nitro Kart,Xbox,['Universal Interactive'],Vicarious Visions,"['Driving', 'Racing', 'Kart']",E,11-Nov-03,['PlayStation 2'],4-Jan,"Crash hits the track in his fastest adventure yet--Crash Nitro Kart.  Kidnapped by the ruthless Emperor Velo and forced to race in his galactic coliseum, Crash must race his way to victory in order to save the Earth from destruction--but it won't be easy, as he must compete against foes both old and new before a final showdown with Velo himself.  Crash Nitro Kart mixes 18 rollercoaster raceways, devastating weapons, a variety of single and multiplayer modes and maps, and customizable arenas, and a cast of unique characters into a game that showcases kart-racing at its best.",70,Mixed or average reviews,6,7,1,7.7,Generally favorable reviews,22,5,4
Crash Tag Team Racing,Xbox,['VU Games'],Radical Entertainment,"['Driving', 'Car Combat']",E10+,20-Oct-05,['PlayStation 2'],8-Jan,"For the first time ever in a racing game, players will be able to fuse two cars together on the fly to form a super vehicle with the all-new ""clashing"" technology. In Crash Tag Team Racing, players can combine their car with an opponent's mid-race to make a super-car equipped with a powerful turret gun. When clashed, players can either get behind the wheel and drive or fire an onboard weapon. Each character has his or her own uniquely deadly 360˚ rotating turret. Players can continue the action out of the car where they can explore the entire world on foot and collect upgrades for their cars and unlock bonus tracks.",69,Mixed or average reviews,5,11,1,7.7,Generally favorable reviews,20,4,4
Crash Twinsanity,Xbox,['VU Games'],Traveller's Tales,"['Action', 'Platformer', '3D']",E,28-Sep-04,['PlayStation 2'],1 Player,"A new evil has invaded Crash Bandicoot's island paradise with plans of destruction. In a strange twist, Crash reluctantly pairs with his archenemy, Dr. Neo Cortex, in order to save the world. Now, through this unorthodox partnership, you can take control of Crash as he uses Cortex as his favorite weapon. Play as any one of four characters as you encounter reactive enemies, wild environments, and a wacky cast of new characters.",66,Mixed or average reviews,12,14,4,8.3,Generally favorable reviews,45,10,5
Crazy Taxi 3: High Roller,Xbox,['Sega'],Hitmaker,"['Driving', 'Mission-based']",T,24-Jul-02,,1 Player,"The yellow cab is back on the streets of America. Crazy Taxi 3: High Roller lets you get behind the wheel with one of four new characters, each with his or her own trademark attitude and new set of wheels. Your job is to cruise around popular locations to pick up wacky customers so that you can amass the highest number of tips. Whether you're making crazy money in Glitter Oasis, conquering the new batch of minigame challenges, or trying out new tricks in the old stomping grounds of the West Coast and the Small Apple, Crazy Taxi 3 offers wild automotive action.",69,Mixed or average reviews,9,23,1,8,Generally favorable reviews,11,2,2
Crime Life: Gang Wars,Xbox,['Konami'],Hothouse Creations,"['Action Adventure', 'Modern']",M,22-Nov-05,['PC'],1 Player,"Crime Life: Gang Wars is a free roaming crime-based beat em up. Mixing action and strategy elements within a gritty, detailed storyline to explore modern-day urban gang culture, the player is cast as a small-time homie who must work their way through the ranks to become a gang leader. Urban culture and the Hip Hop lifestyle is the focus of Crime Life: Gang Wars. The game boasts a strong narrative that shows the dangers and strains associated with gang membership, and promotes a strong sense of morality via game elements inspired by classic gang movies, such as ""New Jack City,"" ""Boyz 'n the Hood"" and ""Menace to Society."" The player must protect his own people from exploitation and abuse, and defend his crew from the violence and treachery that permeates the society he lives in. The game is set within Grand Central City, a sprawling metropolis where ruthless gangs are vying for power as the police struggle to contain them. Reputation is everything, and for the player to survive he must establish himself as the toughest fighter against the most menacing gang members out there, all of whom are battling for street supremacy. The player will always feel like his next fight could finish him or make his name forever.",30,Generally unfavorable reviews,0,1,18,5.1,Mixed or average reviews,5,2,6
Crimson Sea,Xbox,['Koei'],Koei,"['Action', ""Beat-'Em-Up""]",T,16-Dec-02,,1 Player,"Travel thousands of years into the future to the galaxy Theophilus. As Sho, your job is to solve the mystery of countless murders that have been committed by an invading alien force. Along the way, you'll decimate hordes of alien creatures and liquid-morphing enemies with customized blaster rifles and plasma swords. Summon the power of Neo-Psionics to blast through hordes of alien menaces in a single move. Now, with Crimson Sea's Phantom Sensor System, use sound and touch to discover the hidden enemy.",78,Generally favorable reviews,13,6,0,8.2,Generally favorable reviews,8,1,1
Crimson Skies: High Road to Revenge,Xbox,['Microsoft Game Studios'],FASA Studio,"['Simulation', 'Flight', 'WWII']",T,21-Oct-03,,16-Jan,"Crimson Skies: High Road to Revenge combines thrilling aerial combat with the swashbuckling style of a Hollywood action-adventure movie.  Set in an alternate 1930s world of gunship diplomacy and sinister intrigue, the game lets you pilot powerful aircraft--armed with detonator cannons, tesla guns, or remote-controlled rockets--against nefarious air pirates and behemoth war zeppelins.  As the daring air pirate Nathan Zachary, leader of the infamous Fortune Hunters, you take off on a high-flying adventure, filled with daring escapes and damsels in distress.",88,Generally favorable reviews,45,4,0,8.8,Generally favorable reviews,48,6,2
"Crouching Tiger, Hidden Dragon",Xbox,['Ubisoft'],Genki,"['Action', ""Beat-'Em-Up""]",T,9-Dec-03,['PlayStation 2'],1 Player,"Relive the epic story from the film in the game of Crouching Tiger, Hidden Dragon.  By stepping into the roles of each of the main characters--Li Mu Bai, Yu Shu Lien, Jen, and ""Dark Cloud"" Lo--you can unleash a variety of fighting techniques, weapons, stunts, and moves against brutally gifted enemies.  Characters improve in skill throughout the game, learn new moves, and earn bonuses and rewards as they master the art of Wudan-style fighting.",52,Mixed or average reviews,0,7,3,4.8,Generally unfavorable reviews,1,1,2
Crusty Demons,Xbox,['Evolved Games'],Climax Group,"['Driving', 'Racing', 'Motorcycle', 'Motocross']",M,27-Jun-06,,6  Online,"The Crusty Demons are a gang of bikers who tour the world performing outrageous bike stunts and participating in all manner of crazy skits with motorized vehicles. In a pact with the Devil, they are offered immortality - the ability to crash time and time again, yet still live to walk away - at the cost of signing over their souls. Only by winning the 'damnation game' and entertaining Lucifer do they have a chance to win back their souls.",51,Mixed or average reviews,1,13,7,6.5,Mixed or average reviews,3,0,1
CSI: Crime Scene Investigation,Xbox,['Ubisoft'],369 Interactive,"['Adventure', 'First-Person', 'Modern']",M,14-Dec-04,['PC'],1 Player,"What do a murdered woman, a slain police officer, and a mysterious arson case have in common?  Enter the gritty world of CSI and search for the answer with Grissom, Catherine, and the entire Crime Scene Investigation team.  As a new recruit, you'll have to learn how to use all of the investigator tools, including cotton swabs, rubber gloves, and plaster molds.  Armed with high-powered forensic equipment and razor-sharp wits, delve deep into the mysteries of five baffling crime scenes to reveal the truth.",45,Generally unfavorable reviews,0,7,7,7.3,Mixed or average reviews,1,3,0
Curious George,Xbox,['Namco'],Monkey Bar Games,"['Action Adventure', 'Fantasy']",E,1-Feb-06,"['PC', 'PlayStation 2']",1 Player,"Curious George is a colorful action adventure that is based on the Curious George animated movie. In the game you can help George explore a variety of areas, collect items such as bananas, and unlock minigames. The game features a variety of different objectives set in areas from the movie. You can also unlock scenes from the movie, extra costumes, and production art.",57,Mixed or average reviews,1,8,2,tbd,No user score yet,0,1,0
Curse: The Eye of Isis,Xbox,['DreamCatcher Interactive'],Asylum Entertainment,"['Action Adventure', 'Horror']",M,8-Dec-03,['PC'],1 Player,"Step into the shoes of Dr. Darien Dane or his assistant Victoria Sutton as you investigate the mysterious disappearance of an ancient sacred Egyptian statue from the British Museum.  Protected by an evil curse, the statue can cause madness or violent death, raise the dead, and animate diabolical objects.  Now it's up to you to find and return the cursed statue to the pyramid where it was left long ago.  But beware of your surroundings, for nearly anything can come alive and try to kill you, even the most insignificant of objects.",59,Mixed or average reviews,0,14,5,6.8,Mixed or average reviews,2,2,1
Dai Senryaku VII: Modern Military Tactics,Xbox,['Kemco'],SystemSoft,"['Strategy', 'Turn-Based', 'Modern']",E,16-Feb-05,,4-Jan,"Command an entire military force with the most modern technologies of war. In this strategic war simulation, you must take into account everything from terrain to armor. Test your battlefield tactics against the game's challenging artificial intelligence, or face your friends in multiplayer skirmishes. Choose from a wide array of vehicles specifically designed for land, sea, and air attacks. If you don't like the terrain, you can create your own with the map editor, and you can design the map to cater to your specific strategic strengths.",74,Mixed or average reviews,7,4,0,7.9,Generally favorable reviews,7,0,1
Dakar 2,Xbox,['Acclaim'],Acclaim,"['Driving', 'Racing', 'Rally / Offroad']",E,19-Jun-03,,4-Jan,"The faint of heart need not enter the races of Dakar 2, a rally racing game that draws upon your skills, strength, mental agility, and sheer determination. It's a test of endurance as you race through town stages in France, Spain, Morocco, and other landscapes. In some levels, you'll only have a GPS navigational setup to guide you in a race across the open desert. Dakar 2 puts you in control of monster trucks, hard-driving cars, and quick motorcycles.",0,No score yet,0,2,0,tbd,No user score yet,0,1,1
Dance Dance Revolution Ultramix,Xbox,['Konami'],Konami Computer Entertainment Hawaii,"['Miscellaneous', 'Rhythm', 'Dancing']",E,20-Nov-03,,4-Jan,"The Dance Dance Revolution franchise debuts on the Xbox in an all-new game with new songs, licensed music, and new game modes.  Designed especially for the Xbox, the revolution goes online with Xbox Live support, offering a host of new downloadable features.  The game also allows you to customize dance steps in Edit mode and exercise in Work Out mode.  With robust options, modes, and great music, Dance Dance Revolution Ultramix is a complete dancing package.",82,Generally favorable reviews,22,2,0,8,Generally favorable reviews,9,1,1
Dance Dance Revolution Ultramix 2,Xbox,['Konami'],Konami Computer Entertainment Hawaii,"['Miscellaneous', 'Rhythm', 'Dancing']",E,18-Nov-04,,16  Online,"The dance revolution continues on the Xbox with Dance Dance Revolution Ultramix 2. This sequel features new gameplay modes, exclusive songs, and enhanced Xbox Live support. Now you can compete head-to-head with other dancers nationwide, conduct online tournaments, and upload content, in addition to downloading new songs, dance steps, and characters. The game also includes new game modes, including Team Battles (in which two pairs of players face off against each other) and Synch (a cooperative two-player mode where players must match up their steps while mastering the song).",78,Generally favorable reviews,14,1,1,7.1,Mixed or average reviews,3,3,1
Dance Dance Revolution Ultramix 3,Xbox,['Konami'],Konami,"['Miscellaneous', 'Rhythm', 'Dancing']",E10+,15-Nov-05,,4  Online,"Dance Dance Revolution Ultramix 3 allows players to compete online and go head-to-head with other DDR fans from around the globe, talk live to other DDR players as well as download new songs and other content. Ultramix 3 also features never-before-seen offline modes that cater to the casual, beginner and advanced dancers. 'Freestyle Mode' lets newcomers to the series dance to any song without having to follow specific dance steps on the screen. Although players are not beholden to any choreographed moves, the game recognizes their dance patterns and will reward players for completing different step combinations. More seasoned players can enjoy the 'Quest Mode' where they can travel from city to city and build the ultimate dance team by completing challenging songs and routines. The game's 'Jukebox Mode' allows players to enjoy more than 65 upbeat tracks from the game and use them as background music. By serving up the hottest dance tunes, comprised of remixes, dance anthems and popular hits, DDR keeps everyone moving and grooving. DDR also returns with the classic 'Workout Mode,' which gives gamers a method to track the progress of their dance/exercise routines and see how many calories they have burned.",75,Generally favorable reviews,11,5,0,8.6,Generally favorable reviews,6,2,0
Dance Dance Revolution Ultramix 4,Xbox,['Konami'],Konami,"['Miscellaneous', 'Rhythm', 'Dancing']",E10+,14-Nov-06,,4  Online,"The hottest revolution and bestselling video game in the music game category delivers its best dance performance yet on the Xbox with Dance Dance Revolution Ultramix 4. Jam-packed with new features, modes, music and gameplay, ULTRAMIX4 offers incredible content for casual, beginner and advanced dancers. For first time players, Dance Dance Revolution ULTRAMIX4 is the perfect introductory game in the series with new tutorials and super-easy levels to make anyone a dancing machine. Over 65 new songs, including licensed songs, popular hits and dance remixes exclusive for the Xbox. New HOW TO PLAY, TRIAL and SUPER EASY modes aimed at first-time players and beginners. New enhancements to existing modes, including Quest Mode, Party Mode, Jukebox Mode. Full Xbox Live functionality - take part in online competitions, download songs and dance steps, upload content, compete head-to-head, and view internet rankings. Edit Mode now allows you to edit the background videos as well as the dance steps to any song. Compatible with all previous downloadable song packs on Xbox Live from DDR ULTRAMIX, DDR ULTRAMIX2 and DDR ULTRAMIX3 - 75 downloadable songs in total.",76,Generally favorable reviews,4,1,0,7.4,Mixed or average reviews,3,1,1
Dark Summit,Xbox,['Radical Entertainment'],Radical Entertainment,"['Sports', 'Alternative', 'Snowboarding']",T,12-Nov-01,['PlayStation 2'],2-Jan,"Uncover the mystery atop Mount Garrick! The military has mysteriously closed the summit of Mount Garrick, and the evil Chief O'Leary is trying desperately to drive boarders off the mountain. Do you have what it takes to explore this vast terrain and expose the conspiracy shrouded at the summit? With unique, groundbreaking game design, Dark Summit is the only action-adventure snowboarding game with mission-based objectives and a compelling storyline.",71,Mixed or average reviews,12,13,1,tbd,No user score yet,0,0,1
Darkwatch,Xbox,['Capcom'],High Moon Studios,"['Action', 'Shooter', 'First-Person', 'Fantasy']",M,16-Aug-05,['PlayStation 2'],16  Online,"Darkwatch: Curse of the West blends vampire horror with western genres.  Darkwatch is a secret strike-force that has a protected man from evil since the dawn of civilization.  You play its newest and deadliest agent, Jericho Cross, an outlaw gunslinger hunting the vampire that bit him.  Blast your way through an American frontier overrun by the undead using your arsenal of powerful assault vehicles, enhanced versions of Western weapons, supernatural vampire abilities, and your trusty undead horse.   In this frightening version of the Wild West, you're never safe.",75,Generally favorable reviews,29,13,1,8.1,Generally favorable reviews,20,5,2
Dave Mirra Freestyle BMX 2,Xbox,['Acclaim'],"Z-Axis, Ltd.","['Sports', 'Alternative', 'Biking']",T,28-Nov-01,['PlayStation 2'],2-Jan,They did a great job on this game and I'm starting to dispise people talking shit about the xbox controller. People are just used to the limited ps2 controller as I was when I bought my box.,76,Generally favorable reviews,11,7,0,7,Mixed or average reviews,4,1,2
